Name,RG
az7265lappp1_dataDisk,researchworkstation_rg
az7265lappp1_osDisk,researchworkstation_rg
az7265lappp2_dataDisk,researchworkstation_rg
az7265lappp2_osDisk,researchworkstation_rg
az7265lappp3_dataDisk,researchworkstation_rg
az7265lappp3_osDisk,researchworkstation_rg
az7265lappp4_dataDisk,researchworkstation_rg
az7265lappp4_osDisk,researchworkstation_rg
az7265lwebp2_dataDisk,reverseproxy_rg
az7265lwebp2_osDisk,reverseproxy_rg
