Name,RG
az6373lwebp1_dataDisk,cseweb_rg
az6373lwebp1_dataDisk-rk_mirbu35ovo,cseweb_rg
az6373lwebp1_osDisk,cseweb_rg
az6373lwebp1_osDisk-rk_q3bw1wdcn9,cseweb_rg
az6373lwebp2_dataDisk,cseweb_rg
az6373lwebp2_osDisk,cseweb_rg
az6373lwebt1_dataDisk,cseweb_test_rg
az6373lwebt1_osDisk,cseweb_test_rg
