Name,RG
az6C65wdbp1_dataDisk,legalfiles_rg
az6c65wdbp1_datadisk1,legalfiles_rg
az6c65wdbp1_datadisk2,legalfiles_rg
az6c65wdbp1_datadisk3,legalfiles_rg
az6C65wdbp1_osDisk,legalfiles_rg
az6C65wwebp1_dataDisk,legalfiles_rg
az6c65wwebp1_datadisk1,legalfiles_rg
az6c65wwebp1_datadisk2,legalfiles_rg
az6C65wwebp1_osDisk,legalfiles_rg
